선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
김종호,77454,NC,128,64,50,14,78.1,0,0
손아섭,77532,롯데,128,43,36,7,83.7,0,0
오재원,77248,두산,113,44,33,11,75.0,0,0
이종욱,73339,두산,110,37,30,7,81.1,0,0
오지환,79109,LG,124,37,30,7,81.1,0,0
신종길,72559,KIA,104,35,29,6,82.9,0,0
이택근,73342,넥센,123,37,29,8,78.4,0,0
정근우,75808,SK,112,39,28,11,71.8,0,0
김선빈,78603,KIA,88,42,28,14,66.7,0,0
민병헌,76249,두산,119,35,27,8,77.1,0,0
서건창,78168,넥센,86,33,26,7,78.8,0,0
이상호,60566,NC,103,29,25,4,86.2,0,0
조동화,71848,SK,105,33,24,9,72.7,0,0
최정,75847,SK,120,32,24,8,75.0,0,0
배영섭,79465,삼성,113,33,23,10,69.7,0,0
정수빈,79231,두산,125,31,23,8,74.2,0,0
김주찬,70410,KIA,47,26,23,3,88.5,0,0
황재균,76313,롯데,128,33,22,11,66.7,0,0
이용규,74163,KIA,100,30,21,9,70.0,0,0
김용의,78217,LG,109,28,21,7,75.0,0,0
장기영,71347,넥센,115,31,20,11,64.5,0,0
전준우,78513,롯데,128,27,19,8,70.4,0,0
안치홍,79608,KIA,118,17,16,1,94.1,0,0
이학준,74148,한화,97,19,16,3,84.2,0,0
모창민,78813,NC,108,19,16,3,84.2,0,0
강정호,76325,넥센,126,23,15,8,65.2,0,0
김상수,79402,삼성,115,19,14,5,73.7,0,0
박재상,71857,SK,103,15,14,1,93.3,0,0
허경민,79240,두산,75,18,14,4,77.8,0,0
박용택,72133,LG,125,21,13,8,61.9,0,0
이대형,73153,LG,102,22,13,9,59.1,0,0
정성훈,99606,LG,121,19,13,6,68.4,0,0
추승우,72139,한화,72,14,12,2,85.7,0,0
나성범,62947,NC,104,14,12,2,85.7,0,0
강명구,73409,삼성,55,12,11,1,91.7,0,0
김재현,76869,SK,33,13,11,2,84.6,0,0
이대수,72860,한화,122,15,11,4,73.3,0,0
김강민,71837,SK,105,16,10,6,62.5,0,0
박병호,75125,넥센,128,12,10,2,83.3,0,0
정주현,79150,LG,61,14,10,4,71.4,0,0
김재호,74206,두산,91,15,9,6,60.0,0,0
손주인,72456,LG,125,15,9,6,60.0,0,0
박민우,62907,NC,32,11,9,2,81.8,0,0
김상현,70646,SK,113,9,8,1,88.9,0,0
김문호,76509,롯데,40,13,8,5,61.5,0,0
문선재,79113,LG,93,13,8,5,61.5,0,0
정형식,79459,삼성,120,16,7,9,43.8,0,0
조동찬,72466,삼성,74,9,7,2,77.8,0,0
정훈,60523,롯데,113,10,7,3,70.0,0,0
나지완,78629,KIA,125,10,7,3,70.0,0,0
김민성,77564,넥센,128,14,7,7,50.0,0,0
유재신,76368,넥센,75,15,7,8,46.7,0,0
이명기,76849,SK,26,10,6,4,60.0,0,0
조성우,60891,SK,54,7,6,1,85.7,0,0
양의지,76232,두산,114,7,6,1,85.7,0,0
이원석,75566,두산,85,10,6,4,60.0,0,0
신본기,62556,롯데,99,9,6,3,66.7,0,0
이진영,99810,LG,106,8,6,2,75.0,0,0
김동한,61204,두산,26,5,5,0,100,0,0
홍성흔,99222,두산,127,8,5,3,62.5,0,0
이승화,71565,롯데,60,10,5,5,50.0,0,0
정의윤,75151,LG,116,9,5,4,55.6,0,0
오선진,78756,한화,92,7,5,2,71.4,0,0
한상훈,73703,한화,101,9,5,4,55.6,0,0
박정준,73543,NC,78,7,5,2,71.4,0,0
