선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
박찬호,64646,KIA,133,45,39,6,86.7,8,3
김하성,64300,키움,139,37,33,4,89.2,3,1
고종욱,61353,SK,137,41,31,10,75.6,8,1
노수광,63704,SK,117,37,27,10,73.0,7,1
오지환,79109,LG,134,32,27,5,84.4,5,2
정수빈,79231,두산,123,34,26,8,76.5,10,2
박해민,62415,삼성,144,31,24,7,77.4,4,2
심우준,64006,KT,138,27,24,3,88.9,3,1
호잉,68730,한화,124,29,22,7,75.9,6,0
김민혁,64004,KT,127,32,22,10,68.8,2,3
김상수,79402,삼성,129,24,21,3,87.5,3,0
이천웅,61186,LG,138,31,21,10,67.7,3,0
김혜성,67304,키움,122,23,20,3,87.0,2,0
오태곤,60558,KT,123,21,19,2,90.5,2,0
류지혁,62234,두산,118,23,18,5,78.3,3,1
박민우,62907,NC,125,25,18,7,72.0,5,0
서건창,78168,키움,113,20,17,3,85.0,6,3
김강민,71837,SK,127,23,15,8,65.2,3,1
이학주,69453,삼성,118,20,15,5,75.0,7,0
정주현,79150,LG,129,21,15,6,71.4,4,1
정은원,68743,한화,142,21,14,7,66.7,6,2
이명기,76849,NC,139,18,14,4,77.8,5,1
김재현,76869,SK,83,19,13,6,68.4,2,2
장진혁,66706,한화,113,18,13,5,72.2,7,1
이정후,67341,키움,140,20,13,7,65.0,4,0
민병헌,76249,롯데,101,19,13,6,68.4,6,0
손아섭,77532,롯데,134,21,13,8,61.9,3,1
박건우,79215,두산,127,15,12,3,80.0,9,1
김태진,64984,NC,123,16,12,4,75.0,6,2
허경민,79240,두산,133,16,11,5,68.8,7,2
구자욱,62404,삼성,122,14,11,3,78.6,8,0
임병욱,64346,키움,117,12,10,2,83.3,3,1
김헌곤,61404,삼성,114,18,10,8,55.6,3,1
신민재,65207,LG,81,18,10,8,55.6,2,1
황재균,76313,KT,124,17,10,7,58.8,6,1
이상호,60566,NC,102,15,10,5,66.7,4,1
강백호,68050,KT,116,14,9,5,64.3,3,0
박세혁,62244,두산,137,10,8,2,80.0,6,0
송광민,76753,한화,122,10,8,2,80.0,5,0
이성열,73136,한화,129,12,8,4,66.7,3,0
정근우,75808,한화,88,13,8,5,61.5,5,0
이창진,64560,KIA,133,16,8,8,50.0,3,1
최원준,66606,KIA,90,12,8,4,66.7,4,0
전준우,78513,롯데,141,10,8,2,80.0,7,1
김용의,78217,LG,114,11,8,3,72.7,1,0
안상현,66864,SK,65,10,7,3,70.0,2,0
오선진,78756,한화,122,9,7,2,77.8,3,0
강로한,65515,롯데,104,8,7,1,87.5,3,2
