선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
이대형,73153,LG,130,87,66,21,75.9,0,0
김주찬,70410,롯데,118,84,65,19,77.4,0,0
장기영,71347,넥센,119,55,41,14,74.5,0,0
오재원,77248,두산,123,45,35,10,77.8,0,0
정근우,75808,SK,128,46,33,13,71.7,0,0
조동찬,72466,삼성,95,38,33,5,86.8,0,0
이종욱,73339,두산,114,43,30,13,69.8,0,0
김상수,79402,삼성,101,36,30,6,83.3,0,0
이영욱,78467,삼성,120,38,30,8,78.9,0,0
김민우,72303,넥센,128,34,28,6,82.4,0,0
이용규,74163,KIA,129,37,25,12,67.6,0,0
전현태,75706,한화,100,33,25,8,75.8,0,0
김선빈,78603,KIA,115,30,23,7,76.7,0,0
김강민,71837,SK,115,32,23,9,71.9,0,0
김일경,97300,넥센,104,27,21,6,77.8,0,0
신명철,71504,삼성,125,29,20,9,69.0,0,0
박용택,72133,LG,107,23,19,4,82.6,0,0
안치홍,79608,KIA,133,23,18,5,78.3,0,0
황재균,76313,롯데,94,25,18,7,72.0,0,0
박정권,74846,SK,124,22,17,5,77.3,0,0
신종길,72559,KIA,58,18,16,2,88.9,0,0
전준우,78513,롯데,114,23,16,7,69.6,0,0
김원섭,71207,KIA,111,21,15,6,71.4,0,0
조동화,71848,SK,115,17,15,2,88.2,0,0
나주환,73209,SK,100,20,14,6,70.0,0,0
이택근,73342,LG,91,20,14,6,70.0,0,0
강동우,98420,한화,98,20,14,6,70.0,0,0
정원석,70240,한화,118,23,14,9,60.9,0,0
정수빈,79231,두산,76,16,13,3,81.3,0,0
오지환,79109,LG,125,15,13,2,86.7,0,0
최정,75847,SK,123,16,12,4,75.0,0,0
클락,78725,넥센,92,19,12,7,63.2,0,0
고영민,72214,두산,100,14,11,3,78.6,0,0
민병헌,76249,두산,64,15,11,4,73.3,0,0
박경수,73113,LG,80,12,10,2,83.3,0,0
이진영,99810,LG,104,14,10,4,71.4,0,0
추승우,72139,한화,111,16,10,6,62.5,0,0
박재상,71857,SK,97,15,9,6,60.0,0,0
김연훈,77609,SK,73,12,8,4,66.7,0,0
조성환,99543,롯데,111,10,8,2,80.0,0,0
강봉규,70224,삼성,89,8,8,0,100,0,0
박용근,77104,LG,53,10,8,2,80.0,0,0
김경언,71610,한화,50,12,8,4,66.7,0,0
김재현,94107,SK,111,12,7,5,58.3,0,0
임훈,74823,SK,76,12,7,5,58.3,0,0
최윤석,60805,SK,47,8,7,1,87.5,0,0
임재철,99507,두산,96,10,7,3,70.0,0,0
강명구,73409,삼성,55,10,7,3,70.0,0,0
김태완,76746,한화,116,13,7,6,53.8,0,0
오선진,78756,한화,108,9,7,2,77.8,0,0
이성열,73136,두산,129,9,6,3,66.7,0,0
손아섭,77532,롯데,121,8,6,2,75.0,0,0
조영훈,75441,삼성,67,8,6,2,75.0,0,0
신경현,98742,한화,119,11,6,5,54.5,0,0
모창민,78813,SK,65,8,5,3,62.5,0,0
김재호,74206,두산,83,6,5,1,83.3,0,0
박종윤,71562,롯데,110,9,5,4,55.6,0,0
박한이,71432,삼성,128,9,5,4,55.6,0,0
송지만,96761,넥센,127,7,5,2,71.4,0,0
이숭용,94310,넥센,124,7,5,2,71.4,0,0
박병호,75125,LG,78,6,5,1,83.3,0,0
이병규,76100,LG,103,8,5,3,62.5,0,0
이학준,74148,LG,13,5,5,0,100,0,0
이상훈,60724,한화,34,6,5,1,83.3,0,0
최진행,74729,한화,129,9,5,4,55.6,0,0
최희섭,77623,KIA,126,7,4,3,57.1,0,0
김현수,76290,두산,132,12,4,8,33.3,0,0
양의지,76232,두산,127,5,4,1,80.0,0,0
임익준,77464,삼성,64,7,4,3,57.1,0,0
최형우,72443,삼성,121,4,4,0,100,0,0
송광민,76753,한화,77,8,4,4,50.0,0,0
김상현,70646,KIA,79,4,3,1,75.0,0,0
나지완,78629,KIA,109,5,3,2,60.0,0,0
박기남,74103,KIA,76,6,3,3,50.0,0,0
가르시아,78595,롯데,118,3,3,0,100,0,0
황성용,76562,롯데,44,3,3,0,100,0,0
박석민,74465,삼성,112,5,3,2,60.0,0,0
이병규,97109,LG,117,7,3,4,42.9,0,0
정성훈,99606,LG,111,4,3,1,75.0,0,0
이양기,73725,한화,27,3,3,0,100,0,0
정현석,78745,한화,114,6,3,3,50.0,0,0
정희상,75762,한화,29,3,3,0,100,0,0
이종범,93607,KIA,97,4,2,2,50.0,0,0
최훈락,75608,KIA,19,5,2,3,40.0,0,0
권용관,95158,SK,61,4,2,2,50.0,0,0
안치용,72161,SK,30,3,2,1,66.7,0,0
강민호,74540,롯데,117,9,2,7,22.2,0,0
문규현,72546,롯데,80,3,2,1,66.7,0,0
박기혁,70553,롯데,48,2,2,0,100,0,0
