선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
김상수,79402,삼성,128,59,53,6,89.8,6,2
박민우,62907,NC,118,60,50,10,83.3,5,2
서건창,78168,넥센,128,65,48,17,73.8,12,3
조동화,71848,SK,125,44,37,7,84.1,2,4
박해민,62415,삼성,119,44,36,8,81.8,6,3
오재원,77248,두산,110,40,33,7,82.5,7,2
정수빈,79231,두산,128,37,32,5,86.5,2,4
김강민,71837,SK,113,37,32,5,86.5,7,2
정근우,75808,한화,125,35,32,3,91.4,5,0
오지환,79109,LG,113,40,28,12,70.0,4,1
나바로,64440,삼성,125,34,25,9,73.5,8,0
김종호,77454,NC,113,29,22,7,75.9,4,1
김주찬,70410,KIA,100,32,22,10,68.8,7,0
이대형,73153,KIA,126,37,22,15,59.5,8,1
신종길,72559,KIA,103,27,20,7,74.1,2,2
안치홍,79608,KIA,126,25,19,6,76.0,5,1
황재균,76313,롯데,128,27,17,10,63.0,5,0
민병헌,76249,두산,124,24,16,8,66.7,5,0
이종욱,73339,NC,124,19,15,4,78.9,3,0
나성범,62947,NC,123,19,14,5,73.7,3,1
모창민,78813,NC,122,17,14,3,82.4,4,0
이용규,74163,한화,104,23,12,11,52.2,4,2
박용택,72133,LG,124,20,11,9,55.0,5,1
이택근,73342,넥센,122,19,11,8,57.9,5,3
이상호,60566,NC,96,16,11,5,68.8,3,0
테임즈,64914,NC,125,13,11,2,84.6,5,1
정성훈,99606,LG,112,12,10,2,83.3,7,1
손아섭,77532,롯데,122,13,10,3,76.9,0,0
나주환,73209,SK,127,13,10,3,76.9,3,0
필,64699,KIA,92,11,10,1,90.9,3,1
김용의,78217,LG,103,16,9,7,56.3,1,1
임훈,74823,SK,90,11,9,2,81.8,5,0
피에,64746,한화,119,20,9,11,45.0,6,0
박병호,75125,넥센,128,11,8,3,72.7,2,0
정훈,60523,롯데,124,12,8,4,66.7,4,0
김재현,76869,SK,60,9,8,1,88.9,2,0
이명기,76849,SK,83,14,8,6,57.1,2,1
박한이,71432,삼성,125,13,7,6,53.8,6,0
박경수,73113,LG,87,8,7,1,87.5,2,0
전준우,78513,롯데,113,11,7,4,63.6,7,1
박계현,61893,SK,62,10,7,3,70.0,3,2
박정권,74846,SK,120,16,7,9,43.8,10,1
최정,75847,SK,82,9,7,2,77.8,1,0
김민우,72303,KIA,87,9,7,2,77.8,3,0
박찬도,62409,삼성,28,8,6,2,75.0,2,2
이영욱,78467,삼성,40,7,6,1,85.7,0,0
허경민,79240,두산,105,10,6,4,60.0,2,0
유재신,76368,넥센,23,8,6,2,75.0,1,0
김성현,76802,SK,122,9,6,3,66.7,2,0
권희동,63963,NC,101,7,6,1,85.7,1,0
이승엽,95436,삼성,127,6,5,1,83.3,4,0
조동찬,72466,삼성,31,7,5,2,71.4,2,1
장민석,71347,두산,45,6,5,1,83.3,0,0
홍성흔,99222,두산,124,8,5,3,62.5,6,0
이병규,76100,LG,116,15,5,10,33.3,6,3
정의윤,75151,LG,97,9,5,4,55.6,3,0
채은성,79192,LG,62,8,5,3,62.5,4,0
문우람,61363,넥센,122,8,5,3,62.5,7,1
문규현,72546,롯데,77,7,5,2,71.4,3,0
정형식,79459,삼성,52,6,4,2,66.7,0,2
최형우,72443,삼성,113,6,4,2,66.7,4,0
양의지,76232,두산,97,7,4,3,57.1,3,0
손주인,72456,LG,120,6,4,2,66.7,4,1
이진영,99810,LG,119,7,4,3,57.1,5,0
최경철,73824,LG,117,6,4,2,66.7,0,0
김하성,64300,넥센,60,7,4,3,57.1,1,0
김문호,76509,롯데,71,4,4,0,100,5,0
강한울,64610,KIA,93,6,4,2,66.7,4,0
이학준,74148,한화,45,5,4,1,80.0,1,0
강명구,73409,삼성,21,4,3,1,75.0,0,0
이지영,79456,삼성,99,6,3,3,50.0,5,0
문선재,79113,LG,22,3,3,0,100,1,0
백창수,60100,LG,51,7,3,4,42.9,0,1
조쉬벨,64154,LG,63,3,3,0,100,5,0
강정호,76325,넥센,117,6,3,3,50.0,7,1
김민성,77564,넥센,116,4,3,1,75.0,3,1
김민하,61554,롯데,55,4,3,1,75.0,1,0
이재원,76812,SK,120,3,3,0,100,3,0
이호준,94629,NC,122,8,3,5,37.5,4,0
김원섭,71207,KIA,44,4,3,1,75.0,0,0
나지완,78629,KIA,118,6,3,3,50.0,8,0
송광민,76753,한화,103,5,3,2,60.0,6,0
한상훈,73703,한화,77,4,3,1,75.0,3,0
김헌곤,61404,삼성,76,4,2,2,50.0,5,0
김재호,74206,두산,122,10,2,8,20.0,5,0
김현수,76290,두산,125,2,2,0,100,5,0
황목치승,63077,LG,37,4,2,2,50.0,1,0
로티노,64302,넥센,79,2,2,0,100,0,1
박헌도,79356,넥센,47,2,2,0,100,1,1
유한준,74339,넥센,122,3,2,1,66.7,5,0
이성열,73136,넥센,96,5,2,3,40.0,2,0
오승택,60558,롯데,57,3,2,1,66.7,2,1
임종혁,63554,롯데,21,4,2,2,50.0,1,0
박재상,71857,SK,38,3,2,1,66.7,1,0
손시헌,73213,NC,97,3,2,1,66.7,1,0
오정복,79453,NC,47,2,2,0,100,0,1
김다원,78765,KIA,86,4,2,2,50.0,4,0
