선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
이대형,73153,LG,133,82,64,18,78.0,0,0
정근우,75808,SK,127,66,53,13,80.3,0,0
이택근,73342,히어로즈,123,51,43,8,84.3,0,0
이종욱,73339,두산,82,43,37,6,86.0,0,0
김주찬,70410,롯데,109,41,34,7,82.9,0,0
박재상,71857,SK,133,44,33,11,75.0,0,0
김일경,97300,히어로즈,107,42,30,12,71.4,0,0
황재균,76313,히어로즈,133,45,30,15,66.7,0,0
강동우,98420,한화,128,30,27,3,90.0,0,0
클락,78725,히어로즈,125,31,23,8,74.2,0,0
박용택,72133,LG,111,25,22,3,88.0,0,0
나주환,73209,SK,118,30,21,9,70.0,0,0
신명철,71504,삼성,124,27,21,6,77.8,0,0
조동찬,72466,삼성,75,22,21,1,95.5,0,0
정수성,97350,히어로즈,87,27,21,6,77.8,0,0
강봉규,70224,삼성,126,23,20,3,87.0,0,0
김원섭,71207,KIA,101,30,20,10,66.7,0,0
박용근,77104,LG,101,25,19,6,76.0,0,0
민병헌,76249,두산,115,23,18,5,78.3,0,0
김상수,79402,삼성,97,24,18,6,75.0,0,0
이영욱,78467,삼성,88,20,16,4,80.0,0,0
박재홍,96362,SK,113,19,15,4,78.9,0,0
추승우,72139,한화,105,19,15,4,78.9,0,0
정수빈,79231,두산,85,20,13,7,65.0,0,0
조성환,99543,롯데,76,15,13,2,86.7,0,0
고영민,72214,두산,85,16,12,4,75.0,0,0
오재원,77248,두산,106,15,12,3,80.0,0,0
이승화,71565,롯데,102,15,12,3,80.0,0,0
최정,75847,SK,99,11,11,0,100,0,0
임재철,99507,두산,121,16,11,5,68.8,0,0
이종범,93607,KIA,123,12,11,1,91.7,0,0
이현곤,72606,KIA,120,14,11,3,78.6,0,0
김강민,71837,SK,104,17,10,7,58.8,0,0
이용규,74163,KIA,50,14,10,4,71.4,0,0
송지만,96761,히어로즈,115,13,10,3,76.9,0,0
홍성흔,99222,롯데,119,12,9,3,75.0,0,0
김민우,72303,히어로즈,78,9,9,0,100,0,0
김재현,94107,SK,112,9,8,1,88.9,0,0
김선빈,78603,KIA,72,10,8,2,80.0,0,0
안치홍,79608,KIA,123,13,8,5,61.5,0,0
이숭용,94310,히어로즈,114,11,8,3,72.7,0,0
조동화,71848,SK,102,10,7,3,70.0,0,0
박기혁,70553,롯데,109,13,7,6,53.8,0,0
박한이,71432,삼성,110,12,7,5,58.3,0,0
김상현,70646,KIA,121,12,7,5,58.3,0,0
장성호,96610,KIA,88,12,7,5,58.3,0,0
최용규,78666,KIA,51,12,7,5,58.3,0,0
김현수,76290,두산,133,12,6,6,50.0,0,0
손시헌,73213,두산,121,9,6,3,66.7,0,0
이인구,73563,롯데,95,12,6,6,50.0,0,0
박경수,73113,LG,106,10,6,4,60.0,0,0
모창민,78813,SK,92,12,5,7,41.7,0,0
박정권,74846,SK,131,9,5,4,55.6,0,0
김민성,77564,롯데,114,10,5,5,50.0,0,0
우동균,78454,삼성,76,7,5,2,71.4,0,0
송광민,76753,한화,116,5,5,0,100,0,0
장기영,71347,히어로즈,15,5,5,0,100,0,0
권용관,95158,LG,128,8,5,3,62.5,0,0
이진영,99810,LG,120,7,5,2,71.4,0,0
정성훈,99606,LG,121,5,5,0,100,0,0
김연훈,77609,SK,68,6,4,2,66.7,0,0
김재호,74206,두산,80,5,4,1,80.0,0,0
