선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
이준호,60693,KIA,0.500,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.500,0.500,1.000,0,0.000,0.000,0,0,1,0.00,0,-,2.00,0.000,0.4,0.350
이성우,71184,KIA,0.333,15,9,9,2,3,0,0,0,3,0,0,0,0,0,0,0,1,0.333,0.333,0.666,0,0.000,0.000,0,4,2,2.00,0,-,2.67,0.000,0.6,0.233
이용규,74163,KIA,0.333,111,503,421,84,140,16,2,3,169,33,7,3,63,2,9,33,5,0.401,0.427,0.828,39,0.247,0.000,21,143,108,1.32,0,1.91,4.26,0.069,79.2,0.292
안치홍,79608,KIA,0.315,115,433,378,54,119,21,4,5,163,46,17,2,33,1,3,55,13,0.431,0.373,0.804,32,0.348,0.500,30,116,90,1.29,0,0.60,3.59,0.116,56.3,0.276
유재원,76656,KIA,0.308,10,14,13,3,4,1,1,2,13,7,0,0,1,0,0,5,0,1.000,0.357,1.357,0,0.500,0.000,4,3,1,3.00,0,0.20,4.00,0.692,4.1,0.411
나지완,78629,KIA,0.302,85,331,291,41,88,9,0,18,151,66,0,1,35,0,4,63,4,0.519,0.384,0.903,22,0.267,0.200,27,59,82,0.72,0,0.56,4.01,0.216,56.0,0.303
이범호,70756,KIA,0.302,101,405,318,63,96,21,0,17,168,77,0,5,75,3,7,56,8,0.528,0.440,0.968,26,0.316,0.000,38,75,96,0.78,0,1.34,4.20,0.226,75.0,0.330
김선빈,78603,KIA,0.290,98,412,335,58,97,12,2,4,125,47,20,5,50,0,2,42,8,0.373,0.380,0.753,27,0.296,0.000,18,117,84,1.39,0,1.19,3.90,0.084,52.7,0.264
최희섭,77623,KIA,0.281,70,282,242,36,68,14,1,9,111,37,0,1,39,2,0,61,7,0.459,0.379,0.838,23,0.324,0.000,24,63,51,1.24,0,0.64,4.16,0.178,40.7,0.285
이종범,93607,KIA,0.277,97,273,235,27,65,15,1,3,91,24,12,3,22,1,1,35,6,0.387,0.337,0.724,12,0.306,0.273,19,71,67,1.06,0,0.63,3.53,0.111,30.6,0.248
김원섭,71207,KIA,0.271,87,316,269,36,73,18,2,2,101,30,10,5,32,1,0,28,4,0.375,0.343,0.718,19,0.247,0.167,22,94,79,1.19,0,1.14,4.10,0.104,36.3,0.248
이현곤,72606,KIA,0.266,104,257,222,24,59,10,1,1,74,17,11,2,20,0,2,38,4,0.333,0.329,0.662,12,0.271,0.067,12,53,74,0.72,0,0.53,3.82,0.068,25.2,0.231
김상현,70646,KIA,0.255,101,405,357,38,91,15,0,14,148,64,0,2,37,1,9,83,12,0.415,0.338,0.753,25,0.271,0.667,29,102,83,1.23,0,0.45,3.92,0.160,50.6,0.256
정상교,61658,KIA,0.250,7,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.250,0.250,0.500,0,0.000,0.000,0,3,0,-,0,-,3.75,0.000,0.2,0.175
차일목,73602,KIA,0.240,111,373,304,31,73,8,0,7,102,37,13,2,49,0,5,52,12,0.336,0.353,0.689,15,0.282,0.000,15,83,98,0.85,0,0.94,4.10,0.095,38.4,0.243
최훈락,75608,KIA,0.224,35,54,49,9,11,4,0,0,15,2,0,0,3,0,2,12,3,0.306,0.296,0.602,0,0.167,0.333,4,15,11,1.36,0,0.25,3.67,0.082,3.5,0.210
박기남,74103,KIA,0.224,85,184,152,23,34,9,0,3,52,16,8,0,20,0,4,31,7,0.342,0.330,0.672,6,0.263,0.182,12,47,40,1.18,0,0.65,3.79,0.118,16.9,0.234
신종길,72559,KIA,0.221,116,315,281,40,62,12,1,5,91,35,1,1,27,0,5,59,5,0.324,0.299,0.623,13,0.250,0.214,18,79,82,0.96,0,0.46,3.53,0.103,30.4,0.216
홍재호,60605,KIA,0.213,31,53,47,6,10,1,0,1,14,3,1,0,4,0,1,13,0,0.298,0.288,0.586,2,0.182,0.000,2,10,14,0.71,0,0.31,3.94,0.085,4.6,0.204
김주형,74605,KIA,0.199,88,300,271,23,54,14,0,9,95,40,7,1,17,0,4,71,6,0.351,0.256,0.607,12,0.268,0.375,23,52,95,0.55,0,0.24,3.96,0.151,24.2,0.203
김상훈,70612,KIA,0.195,67,150,123,19,24,3,0,3,36,16,1,1,24,0,1,26,2,0.293,0.329,0.622,4,0.286,0.222,6,45,29,1.55,0,0.92,4.05,0.098,14.5,0.221
임한용,60655,KIA,0.150,10,21,20,3,3,0,0,0,3,0,0,0,1,0,0,6,0,0.150,0.190,0.340,0,0.167,0.000,0,8,3,2.67,0,0.17,3.76,0.000,0.4,0.123
윤정우,61652,KIA,0.063,29,18,16,4,1,1,0,0,2,0,1,0,1,0,0,9,0,0.125,0.118,0.243,0,0.000,0.000,1,3,3,1.00,0,0.11,4.06,0.063,0.2,0.084
고우석,73629,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
곽정철,75668,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김다원,78765,KIA,0.000,19,10,9,3,0,0,0,0,0,0,0,0,1,0,0,3,1,0.000,0.100,0.100,0,0.000,0.000,0,4,2,2.00,0,0.33,3.30,0.000,-0.9,0.045
김태훈,60630,KIA,0.000,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.000,0.000,0.000,0,0.000,0.000,0,4,0,-,0,0.00,3.80,0.000,-1.2,0.000
로페즈,79644,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
박성호,79760,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
유동훈,99639,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
이상화,74647,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
임준혁,73632,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
조태수,73657,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
차정민,75663,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
한기주,76610,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
홍건희,61643,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
