선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
박준혁,64724,한화,0.375,6,9,8,3,3,2,0,0,5,3,0,0,1,0,0,2,1,0.625,0.444,1.069,0,0.333,0.500,2,1,2,0.50,1,0.50,4.56,0.250,1.4,0.356
김태균,71752,한화,0.365,144,652,529,94,193,39,0,23,301,136,0,6,108,10,9,97,11,0.569,0.475,1.044,60,0.417,0.000,62,113,132,0.86,11,1.11,4.25,0.204,132.9,0.356
이용규,74163,한화,0.352,113,530,452,98,159,20,4,3,196,41,7,1,63,1,7,29,7,0.434,0.438,0.872,54,0.374,0.000,27,139,126,1.10,1,2.17,4.13,0.082,84.3,0.306
김태완,76746,한화,0.350,24,24,20,3,7,1,1,0,10,0,0,0,3,0,1,8,0,0.500,0.458,0.958,1,0.000,0.313,2,4,1,4.00,0,0.38,4.50,0.150,4.4,0.331
최진행,74729,한화,0.329,28,85,70,4,23,2,0,1,28,9,2,0,11,0,2,16,1,0.400,0.434,0.834,5,0.412,0.600,3,15,16,0.94,0,0.69,3.72,0.071,12.7,0.295
송광민,76753,한화,0.325,116,494,449,80,146,27,2,17,228,83,7,6,28,0,4,86,16,0.508,0.366,0.874,43,0.328,0.500,46,115,108,1.06,10,0.33,3.51,0.183,76.0,0.292
로사리오,66740,한화,0.321,127,532,492,78,158,31,2,33,292,120,1,2,33,3,4,90,16,0.593,0.367,0.960,46,0.348,0.333,66,120,126,0.95,12,0.37,3.61,0.272,93.5,0.313
정근우,75808,한화,0.310,138,650,575,121,178,31,2,18,267,88,1,5,60,2,9,58,14,0.464,0.381,0.845,54,0.388,0.000,51,180,164,1.10,7,1.03,3.59,0.155,99.7,0.287
이양기,73725,한화,0.288,17,58,52,5,15,2,0,1,20,9,1,1,2,0,2,8,6,0.385,0.333,0.718,5,0.313,0.333,3,17,13,1.31,0,0.25,3.86,0.096,5.0,0.246
이성열,73136,한화,0.288,86,219,198,29,57,7,3,10,100,29,2,0,11,0,8,62,3,0.505,0.350,0.855,11,0.246,0.375,20,43,36,1.19,2,0.18,3.73,0.217,33.3,0.284
하주석,62700,한화,0.279,115,441,405,58,113,21,1,10,166,57,8,1,18,1,9,115,3,0.410,0.323,0.733,25,0.291,0.833,32,116,62,1.87,2,0.16,3.49,0.131,51.2,0.248
신성현,64086,한화,0.278,89,184,158,30,44,8,0,8,76,24,6,0,15,0,5,54,3,0.481,0.360,0.841,10,0.191,0.294,16,29,31,0.94,0,0.28,4.12,0.203,25.2,0.282
이종환,60667,한화,0.276,31,33,29,3,8,1,0,0,9,4,0,1,3,2,0,10,1,0.310,0.333,0.643,1,0.200,0.182,1,5,7,0.71,0,0.30,3.85,0.034,3.1,0.227
양성우,62797,한화,0.271,108,446,384,52,104,12,4,4,136,53,8,6,39,0,9,67,6,0.354,0.347,0.701,27,0.318,0.667,20,117,102,1.15,5,0.58,3.81,0.083,51.7,0.245
김경언,71610,한화,0.264,66,217,182,23,48,6,1,5,71,25,2,3,28,0,2,46,7,0.390,0.363,0.753,14,0.216,0.250,12,56,35,1.60,1,0.61,4.42,0.126,27.5,0.261
권용관,95158,한화,0.250,40,49,44,7,11,2,1,0,15,3,1,0,2,0,2,12,2,0.341,0.313,0.654,2,0.182,0.286,3,10,11,0.91,0,0.17,3.67,0.091,4.1,0.226
김원석,62768,한화,0.250,11,9,8,2,2,0,0,0,2,0,0,0,1,0,0,5,0,0.250,0.333,0.583,1,0.000,0.000,0,0,1,0.00,0,0.20,4.00,0.000,0.8,0.212
주현상,65707,한화,0.250,15,8,8,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0.250,0.250,0.500,0,0.000,0.286,0,4,1,4.00,0,0.00,3.13,0.000,0.5,0.175
장운호,63700,한화,0.237,51,85,76,7,18,2,1,0,22,11,3,0,4,0,2,16,1,0.289,0.293,0.582,5,0.381,0.333,3,18,24,0.75,1,0.25,3.76,0.053,6.4,0.204
장민석,71347,한화,0.229,98,227,205,38,47,7,3,1,63,16,6,0,16,0,0,44,3,0.307,0.285,0.592,9,0.220,0.250,11,76,38,2.00,2,0.36,4.04,0.078,17.2,0.205
차일목,73602,한화,0.228,117,329,276,30,63,8,0,3,80,38,13,6,30,0,4,57,9,0.290,0.307,0.597,9,0.224,0.111,11,93,69,1.35,2,0.53,4.19,0.062,27.4,0.211
허도환,77243,한화,0.218,48,93,78,9,17,8,0,0,25,12,4,0,6,0,5,21,2,0.321,0.315,0.636,5,0.222,0.000,8,21,19,1.11,1,0.29,3.92,0.103,7.8,0.222
김회성,79705,한화,0.200,28,58,45,12,9,0,0,1,12,8,0,2,9,0,2,17,1,0.267,0.345,0.612,3,0.182,0.143,1,8,13,0.62,1,0.53,3.88,0.067,6.2,0.222
조인성,98144,한화,0.168,76,146,137,10,23,2,0,3,34,7,6,0,2,0,1,38,2,0.248,0.186,0.434,2,0.098,0.167,5,34,42,0.81,1,0.05,3.14,0.080,4.7,0.146
오선진,78756,한화,0.163,57,53,43,6,7,0,0,0,7,3,3,0,5,0,2,8,0,0.163,0.280,0.443,0,0.100,0.167,0,15,13,1.15,1,0.63,3.94,0.000,2.7,0.167
강경학,61700,한화,0.158,46,116,101,16,16,3,2,1,26,7,4,1,8,0,2,30,5,0.257,0.232,0.489,2,0.080,0.000,6,23,33,0.70,0,0.27,3.90,0.099,4.9,0.169
최윤석,60805,한화,0.125,11,17,16,2,2,0,0,0,2,0,0,0,1,0,0,4,0,0.125,0.176,0.301,0,0.000,0.000,0,5,5,1.00,0,0.25,4.12,0.000,0.0,0.110
송주호,60404,한화,0.106,33,52,47,3,5,0,0,0,5,1,2,0,3,0,0,12,1,0.106,0.160,0.266,0,0.000,0.000,0,20,10,2.00,0,0.25,3.48,0.000,-1.3,0.099
권혁,72447,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김경태,60757,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김주현,66749,한화,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,0,1,0,-,0,0.00,5.33,0.000,-0.3,0.000
로저스,65742,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
박노민,74756,한화,0.000,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,0,0,0,-,0,0.00,4.50,0.000,-0.2,0.000
박정진,99737,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
송창식,74731,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
윤규진,73750,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
이동훈,66702,한화,0.000,17,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,0,1,0.00,0,0.00,3.50,0.000,-0.2,0.000
이태양,60768,한화,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.000
임익준,77464,한화,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,0,1,0.00,0,0.00,4.50,0.000,-0.2,0.000
장민재,79764,한화,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
정범모,76720,한화,0.000,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.000,0.000,0,0,1,0.00,0,0.00,5.25,0.000,-0.4,0.000
정우람,74857,한화,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
정현석,78745,한화,0.000,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.000,0.000,0.000,0,0.000,0.000,0,3,3,1.00,0,0.00,4.00,0.000,-1.5,0.000
지성준,64717,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
