선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
이대호,71564,롯데,0.357,133,570,493,76,176,26,1,27,285,113,0,6,63,8,8,60,22,0.578,0.433,1.011,58,0.385,0.000,54,115,148,0.78,0,1.05,3.66,0.221,108.5,0.339
손아섭,77532,롯데,0.326,116,492,442,79,144,25,5,15,224,83,1,4,43,1,2,80,6,0.507,0.385,0.892,40,0.327,0.000,45,143,79,1.81,0,0.54,3.79,0.181,82.4,0.300
김주찬,70410,롯데,0.312,86,371,321,58,100,12,3,6,136,40,12,4,27,0,7,38,4,0.424,0.373,0.797,25,0.347,0.000,21,90,97,0.93,0,0.71,3.43,0.112,53.0,0.274
홍성흔,99222,롯데,0.306,132,535,474,70,145,24,2,6,191,67,0,5,53,0,3,80,22,0.403,0.376,0.779,34,0.303,0.167,32,132,122,1.08,0,0.66,3.87,0.097,65.8,0.270
정훈,60523,롯데,0.303,26,41,33,6,10,0,0,3,19,8,2,1,3,0,2,9,1,0.576,0.385,0.961,2,0.231,0.000,3,9,6,1.50,0,0.33,3.59,0.273,7.1,0.317
전준우,78513,롯데,0.301,133,601,539,97,162,38,5,11,243,64,2,3,50,4,7,101,14,0.451,0.366,0.817,47,0.270,0.000,54,147,132,1.11,0,0.50,3.93,0.150,84.0,0.277
황재균,76313,롯데,0.289,117,458,398,62,115,18,4,12,177,68,3,8,40,1,9,78,9,0.445,0.360,0.805,33,0.259,0.000,34,99,114,0.87,0,0.51,3.68,0.156,65.4,0.273
강민호,74540,롯데,0.289,124,506,450,63,130,25,2,19,216,66,0,1,47,2,8,81,18,0.480,0.366,0.846,39,0.257,0.000,46,96,144,0.67,0,0.58,3.80,0.191,71.0,0.285
박종윤,71562,롯데,0.282,111,162,149,24,42,7,0,2,55,29,2,4,7,1,0,27,3,0.369,0.306,0.675,9,0.283,0.256,9,44,40,1.10,0,0.26,3.47,0.087,17.2,0.230
이인구,73563,롯데,0.267,81,182,161,26,43,5,2,2,58,14,1,0,17,0,3,22,4,0.360,0.348,0.708,7,0.222,0.188,9,56,40,1.40,0,0.77,3.99,0.093,20.9,0.247
손용석,76536,롯데,0.263,49,71,57,11,15,3,1,0,20,12,2,1,10,0,1,9,1,0.351,0.377,0.728,2,0.571,0.250,4,21,13,1.62,0,1.11,3.76,0.088,8.8,0.257
장성우,78548,롯데,0.258,64,73,62,6,16,0,0,0,16,6,0,1,10,0,0,17,1,0.258,0.356,0.614,3,0.267,0.167,0,11,19,0.58,0,0.59,4.21,0.000,7.1,0.225
조성환,99543,롯데,0.243,117,459,407,45,99,19,0,6,136,36,10,2,37,1,3,87,11,0.334,0.310,0.644,26,0.238,1.000,25,109,114,0.96,0,0.43,3.73,0.091,41.2,0.223
문규현,72546,롯데,0.242,125,379,327,40,79,13,3,2,104,39,14,3,28,0,7,60,4,0.318,0.312,0.630,19,0.305,1.000,18,80,111,0.72,0,0.47,3.82,0.076,35.4,0.220
양종민,79530,롯데,0.236,58,64,55,11,13,2,0,0,15,5,4,0,5,0,0,21,1,0.273,0.300,0.573,1,0.286,0.333,2,13,8,1.63,0,0.24,4.05,0.036,3.5,0.203
김문호,76509,롯데,0.231,19,29,26,4,6,1,0,0,7,1,0,0,3,1,0,7,0,0.269,0.310,0.579,1,0.125,0.167,1,7,6,1.17,0,0.43,4.31,0.038,2.2,0.207
황성용,76562,롯데,0.226,57,77,62,16,14,3,1,0,19,5,4,0,10,0,1,12,3,0.306,0.342,0.648,1,0.267,0.385,4,20,16,1.25,0,0.83,4.10,0.081,6.8,0.230
정보명,73513,롯데,0.125,10,18,16,2,2,2,0,0,4,3,0,0,1,0,1,6,0,0.250,0.222,0.472,0,0.400,0.000,2,7,1,7.00,0,0.17,3.78,0.125,0.8,0.162
이승화,71565,롯데,0.120,70,90,75,12,9,1,1,0,12,3,2,1,10,0,2,26,0,0.160,0.239,0.399,2,0.091,0.000,2,25,16,1.56,0,0.38,4.07,0.040,3.9,0.148
박준서,71815,롯데,0.100,21,23,20,2,2,1,0,0,3,2,1,0,2,0,0,4,0,0.150,0.182,0.332,0,0.000,0.500,1,10,4,2.50,0,0.50,3.65,0.050,0.3,0.119
박진환,74565,롯데,0.080,11,26,25,2,2,1,0,0,3,2,1,0,0,0,0,6,0,0.120,0.080,0.200,0,0.000,0.333,1,10,7,1.43,0,0.00,3.12,0.040,-0.9,0.066
김민하,61554,롯데,0.000,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.2,0.000
김사율,99563,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김수완,78550,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
오승택,60558,롯데,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0,0,1,0.00,0,-,1.00,0.000,-0.1,0.000
임경완,98521,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
진명호,79545,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
허일,61566,롯데,0.000,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.000,0.000,0,0,1,0.00,0,0.00,4.75,0.000,-0.4,0.000
허준혁,74556,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
