선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
이병규,97109,LG,0.338,127,519,485,64,164,24,0,16,236,75,2,2,28,1,2,47,10,0.487,0.375,0.862,50,0.341,0.375,40,144,132,1.09,0,0.60,3.35,0.148,80.3,0.291
박용택,72133,LG,0.302,115,450,414,57,125,21,1,15,193,64,1,4,26,4,5,71,8,0.466,0.347,0.813,34,0.302,0.250,37,116,106,1.09,0,0.37,3.59,0.164,65.3,0.273
이택근,73342,LG,0.297,85,368,317,44,94,17,0,4,123,29,5,3,40,1,3,45,9,0.388,0.377,0.765,26,0.239,0.000,21,93,88,1.06,0,0.89,3.95,0.091,46.5,0.267
정성훈,99606,LG,0.291,127,494,422,61,123,18,1,10,173,57,11,7,49,1,5,69,16,0.410,0.366,0.776,33,0.271,0.333,29,124,113,1.10,0,0.71,3.93,0.118,64.3,0.267
이진영,99810,LG,0.276,97,355,323,43,89,18,1,2,115,37,2,2,26,0,2,29,9,0.356,0.331,0.687,20,0.233,0.000,21,109,98,1.11,0,0.90,3.49,0.080,36.5,0.238
서동욱,73606,LG,0.267,112,359,303,42,81,11,1,7,115,37,12,3,33,3,8,90,4,0.380,0.352,0.732,22,0.253,0.222,19,61,74,0.82,0,0.37,4.06,0.112,44.1,0.253
조인성,98144,LG,0.267,117,441,390,46,104,14,2,15,167,59,2,1,44,3,3,70,10,0.428,0.345,0.773,26,0.267,0.333,31,88,129,0.68,0,0.63,3.60,0.162,56.5,0.262
정의윤,75151,LG,0.256,93,272,242,13,62,9,0,0,71,23,6,3,17,1,4,32,7,0.293,0.312,0.605,14,0.260,0.214,9,67,84,0.80,0,0.53,3.59,0.037,22.2,0.214
손인호,98538,LG,0.255,23,51,47,6,12,2,0,2,20,9,1,1,2,0,0,7,1,0.426,0.280,0.706,1,0.353,0.300,4,18,11,1.64,0,0.29,3.90,0.170,5.8,0.233
김태완,74158,LG,0.252,76,246,202,26,51,12,0,6,81,29,10,1,31,0,2,37,7,0.401,0.356,0.757,13,0.333,0.250,18,61,54,1.13,0,0.84,4.14,0.149,29.7,0.260
김남석,61114,LG,0.250,25,28,24,2,6,2,0,0,8,4,0,0,4,0,0,7,2,0.333,0.357,0.690,0,0.333,0.200,2,7,4,1.75,0,0.57,4.79,0.083,2.4,0.244
이병규,76100,LG,0.250,33,112,88,13,22,3,0,4,37,14,1,2,20,0,1,32,2,0.420,0.387,0.807,4,0.259,0.143,7,15,21,0.71,0,0.63,4.56,0.170,16.3,0.279
이대형,73153,LG,0.249,104,398,354,56,88,11,5,1,112,24,11,1,30,0,2,78,0,0.316,0.310,0.626,24,0.239,0.333,17,128,61,2.10,0,0.38,3.79,0.068,37.9,0.219
김태군,78122,LG,0.234,38,53,47,4,11,0,0,0,11,1,2,0,4,0,0,4,2,0.234,0.294,0.528,2,0.100,0.000,0,21,11,1.91,0,1.00,4.28,0.000,2.9,0.191
박경수,73113,LG,0.227,111,386,317,36,72,11,1,4,97,26,10,4,48,0,7,66,7,0.306,0.338,0.644,15,0.198,0.000,16,81,102,0.79,0,0.73,4.17,0.079,37.4,0.229
