선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
유한준,74339,KT,0.339,121,480,428,59,145,21,1,20,228,83,2,1,47,3,2,53,9,0.533,0.406,0.939,46,0.385,0.100,42,109,122,0.89,9,0.89,3.86,0.194,83.9,0.316
이진영,99810,KT,0.318,110,312,283,40,90,17,1,3,118,39,1,3,25,1,0,35,3,0.417,0.370,0.787,18,0.305,0.378,21,86,75,1.15,7,0.71,3.66,0.099,42.9,0.271
로하스,67025,KT,0.305,144,645,564,114,172,30,1,43,333,114,1,2,71,4,7,142,10,0.590,0.388,0.978,50,0.322,0.000,74,130,122,1.07,9,0.50,4.06,0.285,119.5,0.322
황재균,76313,KT,0.296,142,588,530,76,157,41,3,25,279,88,2,3,49,1,4,120,5,0.526,0.358,0.884,48,0.252,0.500,69,79,177,0.45,7,0.41,3.96,0.230,95.7,0.293
강백호,68050,KT,0.290,138,585,527,108,153,32,2,29,276,84,0,3,52,0,3,124,4,0.524,0.356,0.880,44,0.308,0.300,63,121,132,0.92,3,0.42,4.04,0.233,94.5,0.291
윤석민,74215,KT,0.276,132,509,460,58,127,22,0,19,206,60,2,3,40,2,4,69,17,0.448,0.337,0.785,28,0.220,0.600,41,132,135,0.98,3,0.58,3.78,0.172,65.8,0.264
정현,63450,KT,0.265,65,132,117,16,31,7,0,2,44,9,6,0,9,0,0,28,3,0.376,0.317,0.693,7,0.148,0.375,9,27,31,0.87,0,0.32,3.71,0.111,13.7,0.237
박경수,73113,KT,0.262,135,528,458,65,120,21,0,25,216,74,0,3,58,2,9,129,16,0.472,0.354,0.826,28,0.288,0.400,46,92,120,0.77,7,0.45,4.20,0.210,74.9,0.277
심우준,64006,KT,0.259,135,403,367,49,95,23,3,4,136,29,11,1,20,1,4,58,4,0.371,0.304,0.675,19,0.286,0.167,30,107,108,0.99,1,0.34,3.80,0.112,38.9,0.230
장성우,78548,KT,0.258,127,393,356,41,92,13,0,13,144,48,1,2,32,0,2,82,8,0.404,0.321,0.725,20,0.239,0.143,26,85,99,0.86,2,0.39,4.09,0.146,45.9,0.245
오태곤,60558,KT,0.254,128,374,342,55,87,17,2,12,144,39,3,1,24,0,4,92,7,0.421,0.310,0.731,17,0.247,0.294,31,98,66,1.48,3,0.26,3.75,0.167,43.1,0.245
이준수,77654,KT,0.250,11,10,8,0,2,0,0,0,2,1,1,0,0,0,1,1,1,0.250,0.333,0.583,0,0.250,0.000,0,3,2,1.50,0,0.00,3.80,0.000,0.5,0.212
홍현빈,67005,KT,0.231,14,15,13,2,3,0,0,0,3,1,0,0,2,0,0,5,0,0.231,0.333,0.564,0,0.000,0.000,0,3,2,1.50,1,0.40,4.47,0.000,1.4,0.208
이해창,60343,KT,0.216,83,174,162,19,35,4,0,8,63,24,1,0,8,0,3,49,3,0.389,0.266,0.655,8,0.245,0.105,12,37,41,0.90,3,0.16,3.79,0.173,15.8,0.217
박기혁,70553,KT,0.214,98,196,173,17,37,6,0,1,46,15,5,3,13,0,2,50,8,0.266,0.272,0.538,4,0.196,1.000,7,55,34,1.62,1,0.26,4.00,0.052,11.8,0.189
김지열,78753,KT,0.200,38,48,45,11,9,4,0,1,16,5,0,0,3,0,0,13,2,0.356,0.250,0.606,1,0.182,0.200,5,13,10,1.30,1,0.23,3.56,0.156,3.1,0.202
배정대,64166,KT,0.200,14,5,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0.200,0.200,0.400,0,0.000,0.000,0,1,1,1.00,0,0.00,3.40,0.000,0.1,0.140
남태혁,66052,KT,0.182,7,11,11,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0.182,0.182,0.364,0,0.000,0.200,0,4,2,2.00,0,0.00,3.91,0.000,0.2,0.127
전민수,78361,KT,0.172,21,35,29,0,5,3,0,0,8,4,1,0,5,0,0,11,0,0.276,0.294,0.570,1,0.300,0.111,3,7,6,1.17,0,0.45,4.31,0.103,2.7,0.201
송민섭,64012,KT,0.148,47,29,27,7,4,0,0,0,4,0,1,0,1,0,0,8,1,0.148,0.179,0.327,0,0.500,0.000,0,6,9,0.67,0,0.13,3.97,0.000,-0.1,0.118
김진곤,63088,KT,0.143,19,23,21,4,3,1,0,0,4,0,0,0,2,0,0,3,0,0.190,0.217,0.407,1,0.000,0.000,1,10,5,2.00,0,0.67,3.39,0.048,0.1,0.145
오준혁,61743,KT,0.136,30,50,44,6,6,0,0,0,6,2,1,1,3,0,1,11,1,0.136,0.204,0.340,0,0.125,0.000,0,10,18,0.56,0,0.27,4.00,0.000,0.8,0.126
하준호,78517,KT,0.136,15,26,22,2,3,1,0,1,7,2,4,0,0,0,0,14,0,0.318,0.136,0.454,0,0.500,0.667,2,3,2,1.50,0,0.00,4.15,0.182,1.0,0.141
김동욱,77462,KT,0.091,11,12,11,2,1,0,0,0,1,0,0,0,1,0,0,4,0,0.091,0.167,0.258,0,0.000,0.250,0,4,2,2.00,0,0.25,3.50,0.000,-0.1,0.098
고명성,68069,KT,0.000,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0,1,1,1.00,0,-,4.50,0.000,-0.2,0.000
고창성,78248,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김사율,99563,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김영환,63448,KT,0.000,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,1,2,0.50,0,0.00,3.75,0.000,-0.4,0.000
김재윤,65062,KT,-,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
신병률,68067,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
엄상백,65056,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
오정복,79453,KT,0.000,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,3,3,1.00,0,0.00,3.29,0.000,-0.6,0.000
이대형,73153,KT,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.000
이종혁,67066,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
홍성용,75149,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
