선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
김선민,60496,KT,0.429,23,38,35,2,15,2,0,0,17,3,0,1,2,0,0,6,0,0.486,0.447,0.933,3,0.333,1.000,2,5,10,0.50,1,0.33,3.24,0.057,7.3,0.323
마르테,65005,KT,0.348,115,487,425,85,148,32,1,20,242,89,0,8,51,7,2,60,19,0.569,0.414,0.983,44,0.305,0.500,53,88,137,0.64,7,0.85,3.57,0.221,88.3,0.329
댄블랙,65052,KT,0.333,54,225,198,25,66,10,1,12,114,32,0,0,25,2,2,52,4,0.576,0.413,0.989,17,0.291,0.000,23,41,39,1.05,5,0.48,4.00,0.242,42.2,0.330
장성호,96610,KT,0.309,49,114,94,11,29,4,0,1,36,16,0,1,17,0,2,15,3,0.383,0.421,0.804,5,0.419,0.550,5,31,20,1.55,0,1.13,4.38,0.074,16.3,0.285
이대형,73153,KT,0.302,140,616,546,86,165,23,3,0,194,37,10,1,53,0,6,92,5,0.355,0.370,0.725,44,0.290,0.667,26,236,54,4.37,2,0.58,3.77,0.053,76.6,0.255
박경수,73113,KT,0.284,137,537,440,75,125,30,1,22,223,73,6,4,74,1,13,115,8,0.507,0.399,0.906,38,0.288,0.333,53,99,105,0.94,7,0.64,4.28,0.223,89.1,0.306
장성우,78548,KT,0.284,133,491,433,55,123,20,1,13,184,77,3,9,46,1,0,85,12,0.425,0.346,0.771,31,0.286,0.000,34,123,111,1.11,10,0.54,4.00,0.141,64.2,0.262
김상현,70646,KT,0.280,134,539,475,71,133,20,0,27,234,88,0,6,50,4,8,115,21,0.493,0.354,0.847,37,0.250,0.667,47,140,93,1.51,3,0.43,4.02,0.213,77.5,0.283
박기혁,70553,KT,0.280,126,350,300,27,84,13,1,1,102,30,16,1,30,0,3,84,10,0.340,0.350,0.690,20,0.310,0.000,15,82,51,1.61,3,0.36,3.91,0.060,35.3,0.243
김민혁,64004,KT,0.276,82,179,156,21,43,2,3,0,51,10,7,0,14,0,2,30,3,0.327,0.343,0.670,13,0.289,0.308,5,56,27,2.07,0,0.47,3.96,0.051,17.7,0.236
윤요섭,78892,KT,0.264,74,159,148,17,39,4,0,9,70,28,2,2,6,0,1,39,5,0.473,0.293,0.766,5,0.256,0.250,13,39,33,1.18,1,0.15,3.62,0.209,19.7,0.250
박용근,77104,KT,0.263,27,86,76,7,20,6,0,0,26,4,3,0,7,0,0,15,4,0.342,0.325,0.667,5,0.286,0.000,6,28,13,2.15,0,0.47,3.67,0.079,7.4,0.232
오정복,79453,KT,0.259,66,278,239,34,62,11,1,5,90,29,2,1,33,0,3,26,3,0.377,0.355,0.732,18,0.362,1.000,17,79,73,1.08,5,1.27,4.17,0.117,33.7,0.254
하준호,78517,KT,0.258,80,279,248,33,64,10,0,6,92,26,2,1,21,1,7,73,2,0.371,0.332,0.703,18,0.217,0.083,16,60,52,1.15,1,0.29,4.10,0.113,32.7,0.242
김사연,78753,KT,0.254,72,248,228,31,58,7,1,7,88,27,3,0,16,1,1,75,3,0.386,0.306,0.692,17,0.293,0.000,15,46,49,0.94,3,0.21,3.93,0.132,27.6,0.234
송민섭,64012,KT,0.250,28,51,44,3,11,3,1,0,16,1,5,0,2,0,0,13,2,0.364,0.283,0.647,1,0.125,0.143,4,8,12,0.67,0,0.15,3.12,0.114,3.9,0.218
윤도경,78242,KT,0.250,4,4,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.250,0.250,0.500,0,0.500,0.250,0,1,1,1.00,0,0.00,4.25,0.000,0.2,0.175
모상기,76469,KT,0.231,8,15,13,2,3,0,0,0,3,0,0,0,2,0,0,5,0,0.231,0.333,0.564,1,0.250,0.000,0,0,5,0.00,0,0.40,4.00,0.000,1.2,0.208
이지찬,64013,KT,0.231,34,42,39,4,9,2,0,0,11,4,1,0,2,0,0,6,2,0.282,0.268,0.550,1,0.267,0.333,2,16,8,2.00,0,0.33,3.40,0.051,2.5,0.191
김영환,63448,KT,0.229,37,49,48,4,11,0,0,1,14,7,0,0,1,0,0,11,0,0.292,0.245,0.537,2,0.455,0.100,1,14,12,1.17,0,0.09,3.20,0.063,3.5,0.183
조중근,71835,KT,0.222,25,39,36,4,8,0,0,1,11,2,0,0,3,1,0,6,1,0.306,0.282,0.588,0,0.125,0.167,1,13,9,1.44,0,0.50,4.26,0.083,2.9,0.203
김종민,79364,KT,0.219,26,35,32,2,7,0,0,0,7,1,0,0,2,0,1,3,0,0.219,0.286,0.505,1,0.167,0.250,0,8,14,0.57,0,0.67,4.31,0.000,1.9,0.183
김진곤,63088,KT,0.212,67,87,85,11,18,1,0,0,19,6,1,0,0,0,1,20,0,0.224,0.221,0.445,3,0.304,0.250,1,29,18,1.61,0,0.00,3.37,0.012,3.5,0.155
김태훈,65040,KT,0.209,22,44,43,3,9,1,0,1,13,2,0,1,0,0,0,16,1,0.302,0.205,0.507,0,0.111,0.214,2,9,10,0.90,0,0.00,3.61,0.093,2.5,0.168
신명철,71504,KT,0.209,89,168,134,12,28,2,2,2,40,18,6,1,27,2,0,37,5,0.299,0.340,0.639,4,0.214,0.278,6,44,26,1.69,0,0.73,4.42,0.090,15.5,0.228
